student_id,study_hours_per_day,extracurricular_hours_per_day,sleep_hours_per_day,social_hours_per_day,physical_activity_hours_per_day,gpa,stress_level,stress_encoded
1439,6.0,0.2,8.0,5.9,3.9,2.76,moderate,2
1440,9.1,2.8,9.7,1.0,1.4,3.53,high,0
1441,8.3,1.9,8.2,2.5,3.1,3.25,high,0
1442,7.6,3.2,8.7,3.0,1.5,2.86,moderate,2
1443,5.6,2.9,7.5,5.4,2.6,2.98,low,1
1444,5.7,3.0,5.0,1.0,9.3,2.42,high,0
1445,7.9,2.9,9.6,2.5,1.1,2.99,moderate,2
1446,5.0,0.5,7.7,4.1,6.7,3.07,low,1
1447,7.1,2.9,7.6,0.4,6.0,3.15,moderate,2
1448,8.6,3.6,5.6,5.9,0.3,3.21,high,0
1449,6.0,0.0,10.0,1.7,6.3,2.7,moderate,2
1450,7.9,3.6,6.6,4.0,1.9,3.29,moderate,2
1451,5.9,2.5,6.7,1.3,7.6,2.7,low,1
1452,9.5,1.6,6.2,2.7,4.0,3.32,high,0
1453,6.6,3.0,9.9,2.0,2.5,3.03,moderate,2
1454,5.8,2.8,7.6,3.9,3.9,3.09,low,1
1455,9.4,1.8,9.5,2.5,0.8,3.91,high,0
1457,6.6,2.5,5.3,0.1,9.5,2.6,high,0
1458,7.2,1.1,5.8,4.1,5.8,2.96,high,0
1459,7.6,0.8,6.6,3.6,5.4,3.3,moderate,2
1460,8.6,2.7,7.4,3.4,1.9,3.45,high,0
1461,5.2,2.5,8.9,3.0,4.4,2.51,low,1
1462,8.2,2.8,9.4,1.2,2.4,3.06,low,1
1463,8.8,2.2,9.4,1.9,1.7,3.85,high,0
1464,8.7,3.9,5.4,0.3,5.7,3.42,high,0
1465,9.7,2.1,8.1,2.0,2.1,3.49,high,0
1466,8.7,1.2,6.5,5.0,2.6,3.25,high,0
1467,5.4,3.5,6.3,3.6,5.2,2.85,low,1
1468,7.1,2.8,6.7,1.7,5.7,3.16,moderate,2
1469,10.0,3.0,8.2,1.0,1.8,3.81,high,0
1470,7.7,3.4,5.2,2.2,5.5,3.22,high,0
1471,6.2,1.8,5.4,5.7,4.9,2.98,high,0
1472,7.8,3.7,5.0,4.5,3.0,3.16,high,0
1473,9.5,0.6,5.5,2.5,5.9,3.44,high,0
1474,7.6,0.6,5.0,4.9,5.9,3.29,high,0
1476,8.0,0.7,8.7,1.8,4.8,3.25,moderate,2
1477,7.3,2.4,5.9,4.4,4.0,3.3,high,0
1478,5.8,2.8,5.6,2.6,7.2,2.62,high,0
1479,6.2,3.0,6.3,5.3,3.2,2.91,moderate,2
1480,8.1,0.4,7.0,4.3,4.2,3.24,high,0
1481,8.3,2.5,6.4,2.3,4.5,3.31,high,0
1482,7.5,2.8,6.2,1.9,5.6,3.02,moderate,2
1483,6.7,0.1,6.7,4.8,5.7,3.01,moderate,2
1484,7.3,0.1,9.4,0.1,7.1,3.29,moderate,2
1485,9.7,2.0,6.7,5.2,0.4,3.47,high,0
1486,7.7,0.9,7.1,3.9,4.4,3.08,moderate,2
1487,8.6,0.0,9.7,0.9,4.8,3.14,high,0
1488,5.2,0.5,9.9,1.9,6.5,2.61,low,1
1489,5.6,0.4,8.6,5.1,4.3,2.81,low,1
1490,6.1,2.1,6.3,5.6,3.9,2.73,moderate,2
1491,9.5,2.3,6.8,2.1,3.3,3.74,high,0
1493,7.8,0.4,6.0,2.5,7.3,3.24,moderate,2
1494,5.8,1.8,8.0,4.2,4.2,2.82,low,1
1496,9.1,2.5,9.2,1.6,1.6,3.22,high,0
1497,5.6,0.1,6.5,4.2,7.6,2.71,low,1
1498,7.5,1.7,7.1,1.4,6.3,3.32,moderate,2
1499,5.7,0.8,5.3,1.2,11.0,2.74,high,0
1500,6.8,0.0,9.2,0.2,7.8,2.8,moderate,2
1501,9.7,3.6,7.7,1.6,1.4,3.22,high,0
1502,8.2,0.2,5.3,2.7,7.6,3.55,high,0
1503,7.7,3.6,5.5,4.9,2.3,3.06,high,0
1504,6.6,1.6,5.8,3.0,7.0,2.73,high,0
1505,9.0,1.8,7.5,4.8,0.9,3.33,high,0
1506,6.3,3.5,7.9,1.3,5.0,3.32,moderate,2
1507,6.3,3.2,5.2,6.0,3.3,3.0,high,0
1508,7.0,2.0,9.4,2.3,3.3,2.98,moderate,2
1509,7.7,0.2,5.0,1.5,9.6,3.0,high,0
1510,5.6,1.6,8.2,4.3,4.3,2.91,low,1
1511,5.9,0.3,9.7,1.6,6.5,2.76,low,1
1512,9.1,3.1,8.0,1.3,2.5,3.46,high,0
1513,6.3,0.5,7.5,3.5,6.2,2.87,moderate,2
1514,6.8,2.6,9.5,0.8,4.3,2.58,moderate,2
1516,9.8,0.3,8.0,0.3,5.6,3.53,high,0
1517,9.5,2.1,8.3,3.4,0.7,3.35,high,0
1518,5.6,1.9,8.0,0.2,8.3,2.99,low,1
1519,6.4,0.1,7.1,5.4,5.0,2.72,moderate,2
1520,9.6,3.0,8.7,1.9,0.8,3.45,high,0
1521,6.0,0.8,8.4,1.3,7.5,3.19,moderate,2
1522,8.9,1.8,9.0,3.6,0.7,3.27,high,0
1523,8.3,0.9,6.4,1.9,6.5,3.18,high,0
1524,6.0,1.8,9.5,0.6,6.1,2.78,moderate,2
1525,8.6,2.7,5.5,5.5,1.7,2.9,high,0
1526,8.8,1.0,8.5,0.2,5.5,3.52,high,0
1527,9.2,1.8,8.2,1.1,3.7,3.6,high,0
1528,7.4,2.5,7.3,5.4,1.4,3.25,moderate,2
1529,7.5,3.4,9.0,1.7,2.4,3.03,moderate,2
1530,9.1,0.9,7.6,4.8,1.6,3.08,high,0
1531,6.8,2.6,6.2,0.7,7.7,3.0,moderate,2
1532,6.4,3.4,6.7,5.8,1.7,2.98,moderate,2
1533,9.9,1.1,5.2,4.2,3.6,3.3,high,0
1534,8.5,0.1,9.4,0.8,5.2,3.25,high,0
1535,5.6,0.7,9.8,4.2,3.7,2.75,low,1
1536,6.7,0.9,7.4,3.3,5.7,3.26,moderate,2
1537,8.2,1.0,9.7,0.9,4.2,2.81,high,0
1538,7.2,2.3,7.2,2.5,4.8,3.03,moderate,2
1539,8.7,2.7,9.2,0.8,2.6,3.58,high,0
1540,6.8,1.9,6.6,0.9,7.8,3.38,moderate,2
1541,6.1,0.4,8.4,4.0,5.1,2.88,moderate,2
1542,7.9,3.9,7.7,4.1,0.4,3.4,moderate,2
1543,5.4,0.8,7.2,3.5,7.1,2.71,low,1
1544,9.0,2.4,6.0,3.0,3.6,3.32,high,0
1545,8.7,3.1,7.5,1.4,3.3,2.99,high,0
1546,8.7,1.0,5.9,3.2,5.2,3.17,high,0
1547,6.4,2.5,5.6,3.9,5.6,2.89,high,0
1549,8.4,0.3,7.0,5.8,2.5,2.9,high,0
1550,5.6,2.8,8.2,2.2,5.2,2.91,low,1
1551,9.8,0.1,6.5,5.5,2.1,3.24,high,0
1552,7.7,3.3,5.5,5.7,1.8,2.99,high,0
1553,9.0,0.7,8.6,2.2,3.5,3.62,high,0
1554,9.8,0.5,7.1,2.9,3.7,3.38,high,0
1555,6.9,1.5,5.3,4.1,6.2,2.77,high,0
1556,9.1,3.2,7.4,1.3,3.0,3.31,high,0
1557,8.2,1.2,6.2,4.4,4.0,3.08,high,0
1559,9.4,1.6,6.7,1.2,5.1,3.11,high,0
1560,8.4,1.2,7.9,0.4,6.1,3.06,high,0
1561,6.0,1.6,9.7,2.3,4.4,2.66,moderate,2
1562,5.6,0.2,6.5,0.9,10.8,3.0,low,1
1564,7.8,1.3,6.5,4.4,4.0,2.69,moderate,2
1565,9.4,0.8,5.5,5.4,2.9,3.55,high,0
1566,6.8,0.5,7.9,3.2,5.6,2.61,moderate,2
1567,6.0,1.8,9.0,3.5,3.7,2.92,moderate,2
1568,8.5,3.2,8.1,0.6,3.6,3.09,high,0
1570,6.1,2.4,9.6,4.7,1.2,2.67,moderate,2
1571,9.6,3.9,5.1,3.4,2.0,3.65,high,0
1572,6.3,3.9,8.1,4.5,1.2,2.89,moderate,2
1573,5.4,0.7,8.8,0.1,9.0,2.57,low,1
1575,5.3,2.4,7.6,4.5,4.2,2.25,low,1
1576,7.0,0.1,6.7,5.9,4.3,3.12,moderate,2
1577,9.4,1.3,7.9,4.6,0.8,3.34,high,0
1578,5.4,2.0,9.8,4.2,2.6,2.8,low,1
1579,5.4,0.8,8.9,5.0,3.9,3.12,low,1
1580,5.1,3.3,8.9,1.6,5.1,3.02,low,1
1581,8.5,0.9,5.2,1.2,8.2,3.17,high,0
1582,7.1,2.0,7.4,1.6,5.9,2.86,moderate,2
1583,5.1,2.4,7.0,1.8,7.7,2.84,low,1
1584,9.3,2.0,5.7,4.2,2.8,3.51,high,0
1585,6.0,1.8,5.3,5.0,5.9,2.88,high,0
1586,8.7,2.5,9.0,1.6,2.2,3.53,high,0
1587,8.9,1.8,9.7,1.8,1.8,3.63,high,0
1588,9.1,2.2,5.9,2.8,4.0,3.33,high,0
1589,9.8,3.0,9.1,0.1,2.0,3.9,high,0
1590,9.2,0.2,9.3,2.9,2.4,3.29,high,0
1591,6.0,1.3,6.4,3.2,7.1,2.84,moderate,2
1592,6.2,1.8,7.6,4.6,3.8,2.98,moderate,2
1593,7.2,3.2,8.1,0.6,4.9,3.04,moderate,2
1594,7.0,3.0,7.9,2.3,3.8,2.81,moderate,2
1595,5.9,0.9,7.9,2.5,6.8,2.63,low,1
1596,8.3,3.4,6.3,2.9,3.1,3.26,high,0
1597,9.9,1.3,8.0,0.4,4.4,3.33,high,0
1598,9.8,2.9,8.9,1.7,0.7,3.51,high,0
1599,7.9,1.8,9.3,4.8,0.2,3.34,moderate,2
1600,7.9,2.2,7.3,1.3,5.3,3.18,moderate,2
1601,5.0,1.0,7.5,2.3,8.2,2.82,low,1
1602,6.8,1.8,5.7,0.3,9.4,3.01,high,0
1603,8.9,2.3,8.8,0.6,3.4,3.02,high,0
1604,6.1,0.0,5.7,1.9,10.3,3.01,high,0
1605,5.6,3.9,6.5,0.8,7.2,2.92,low,1
1607,7.3,0.1,8.2,2.5,5.9,2.92,moderate,2
1608,8.3,1.7,5.9,4.1,4.0,3.11,high,0
1609,7.8,3.4,5.6,4.7,2.5,3.02,high,0
1610,8.5,1.8,9.7,0.6,3.4,3.34,high,0
1612,10.0,1.0,7.2,3.0,2.8,3.37,high,0
1613,6.5,0.1,6.1,1.7,9.6,2.72,moderate,2
1614,9.4,2.8,5.4,3.9,2.5,3.37,high,0
1615,8.3,3.8,5.0,1.5,5.4,3.43,high,0
1616,5.5,2.1,6.2,1.1,9.1,2.98,low,1
1617,9.1,0.5,7.3,5.6,1.5,3.37,high,0
1618,5.9,1.3,7.1,1.9,7.8,2.91,low,1
1619,6.4,3.9,5.8,4.4,3.5,2.91,high,0
1620,5.9,2.6,8.6,4.1,2.8,2.98,low,1
1621,6.6,1.0,9.8,5.5,1.1,3.23,moderate,2
1622,7.3,1.7,5.8,2.6,6.6,3.07,high,0
1623,7.7,0.1,7.2,4.7,4.3,3.37,moderate,2
1624,9.5,0.1,7.8,4.7,1.9,3.71,high,0
1625,7.7,1.3,5.7,5.3,4.0,3.36,high,0
1627,7.0,2.1,9.0,2.2,3.7,2.89,moderate,2
1628,9.6,0.4,8.2,2.4,3.4,3.4,high,0
1629,7.0,2.7,5.3,3.6,5.4,3.17,high,0
1630,5.9,3.6,8.3,5.3,0.9,2.99,low,1
1631,7.4,2.2,9.6,4.3,0.5,2.77,moderate,2
1632,7.0,1.6,6.4,1.6,7.4,2.97,moderate,2
1633,9.3,0.3,8.4,1.0,5.0,3.29,high,0
1634,6.3,3.1,9.4,1.2,4.0,2.91,moderate,2
1635,7.3,1.9,9.4,4.1,1.3,3.51,moderate,2
1636,9.2,0.0,7.0,5.4,2.4,3.41,high,0
1637,8.7,2.2,7.6,1.9,3.6,3.73,high,0
1638,7.1,2.9,9.3,0.7,4.0,3.12,moderate,2
1639,7.3,1.6,8.4,1.5,5.2,3.27,moderate,2
1640,7.1,3.6,10.0,0.4,2.9,3.13,moderate,2
1641,6.2,3.8,9.8,0.4,3.8,3.17,moderate,2
1642,5.1,2.4,6.4,5.2,4.9,2.77,low,1
1643,6.4,2.7,8.4,1.3,5.2,2.94,moderate,2
1644,6.4,3.2,9.0,2.5,2.9,2.87,moderate,2
1645,8.0,2.4,9.1,1.9,2.6,3.01,moderate,2
1646,7.7,1.8,7.2,0.5,6.8,2.97,moderate,2
1647,8.6,0.9,6.0,2.5,6.0,3.38,high,0
1648,6.9,1.8,7.7,1.2,6.4,2.75,moderate,2
1649,5.8,3.5,7.2,2.5,5.0,2.87,low,1
1650,7.8,2.2,8.5,1.0,4.5,3.06,moderate,2
1651,6.3,3.2,9.7,0.7,4.1,2.65,moderate,2
1652,5.3,1.3,5.7,4.3,7.4,2.79,high,0
1653,7.7,0.6,5.0,4.8,5.9,3.23,high,0
1654,6.7,2.3,6.6,0.5,7.9,2.77,moderate,2
1655,6.1,0.8,7.1,3.9,6.1,3.4,moderate,2
1656,9.8,2.4,7.4,2.5,1.9,3.56,high,0
1659,9.0,1.2,8.3,2.3,3.2,3.74,high,0
1661,6.1,1.6,9.3,4.3,2.7,2.65,moderate,2
1662,6.8,1.1,5.9,4.5,5.7,2.93,high,0
1663,6.3,1.8,6.9,5.9,3.1,2.8,moderate,2
1664,5.4,2.4,8.0,2.5,5.7,2.77,low,1
1665,7.2,0.2,7.6,3.0,6.0,2.83,moderate,2
1666,6.3,0.7,9.8,5.1,2.1,3.03,moderate,2
1667,6.2,1.3,6.0,3.0,7.5,3.12,moderate,2
1668,5.8,3.2,9.0,0.8,5.2,2.88,low,1
1669,7.0,0.7,6.3,1.6,8.4,2.63,moderate,2
1670,9.7,0.5,9.9,0.9,3.0,3.72,high,0
1671,8.9,1.4,5.7,5.1,2.9,3.55,high,0
1672,7.8,1.9,7.5,4.4,2.4,2.91,moderate,2
1673,5.4,2.7,9.5,0.3,6.1,2.9,low,1
1674,7.2,1.6,5.7,3.0,6.5,2.94,high,0
1675,5.6,1.9,8.8,1.5,6.2,2.89,low,1
1677,5.2,0.5,6.0,2.4,9.9,2.69,low,1
1678,8.3,2.8,7.9,1.8,3.2,3.44,high,0
1679,7.9,1.4,5.4,6.0,3.3,3.11,high,0
1680,8.3,1.3,7.0,1.6,5.8,3.39,high,0
1681,6.7,1.6,8.6,3.1,4.0,3.54,moderate,2
1682,9.6,0.2,7.9,5.1,1.2,3.46,high,0
1683,6.2,3.5,5.1,4.4,4.8,2.97,high,0
1684,7.2,0.2,9.6,2.8,4.2,3.19,moderate,2
1685,5.1,2.8,7.4,0.7,8.0,3.15,low,1
1686,7.5,3.3,9.3,2.4,1.5,3.36,moderate,2
1687,5.1,2.8,7.1,3.4,5.6,2.5,low,1
1689,9.6,0.5,5.5,2.0,6.4,3.19,high,0
1690,7.9,1.8,5.2,1.9,7.2,3.07,high,0
1692,6.4,3.3,9.9,2.2,2.2,2.9,moderate,2
1693,5.0,0.6,6.6,3.5,8.3,2.89,low,1
1694,8.9,3.0,8.0,2.6,1.5,3.29,high,0
1695,8.2,2.5,7.8,5.4,0.1,3.4,high,0
1696,9.4,0.9,5.4,2.9,5.4,3.56,high,0
1698,8.1,3.3,5.8,3.6,3.2,3.22,high,0
1699,8.0,0.7,5.6,5.9,3.8,2.93,high,0
1700,5.9,2.7,8.0,3.9,3.5,2.78,low,1
1701,5.4,3.6,6.9,1.9,6.2,2.35,low,1
1702,9.3,3.7,6.5,3.9,0.6,3.24,high,0
1703,8.9,3.7,6.2,3.0,2.2,3.49,high,0
1704,5.0,2.3,6.7,1.9,8.1,2.64,low,1
1705,8.2,3.4,8.0,3.8,0.6,3.26,high,0
1706,7.3,0.0,7.8,4.0,4.9,2.75,moderate,2
1707,8.0,2.9,7.9,0.3,4.9,3.25,moderate,2
1708,6.4,0.3,7.1,3.3,6.9,2.77,moderate,2
1709,6.6,2.9,8.2,2.0,4.3,3.14,moderate,2
1710,8.2,2.2,5.1,4.2,4.3,3.48,high,0
1711,6.9,3.8,9.1,2.5,1.7,2.88,moderate,2
1712,6.7,1.9,6.5,3.1,5.8,2.87,moderate,2
1713,5.8,3.9,5.5,5.6,3.2,2.88,high,0
1714,8.6,1.7,8.2,1.9,3.6,3.46,high,0
1715,6.5,2.3,7.5,3.5,4.2,2.8,moderate,2
1716,5.4,0.2,6.3,0.4,11.7,2.53,low,1
1717,5.5,3.3,5.2,4.0,6.0,2.95,high,0
1718,7.4,1.2,7.6,2.3,5.5,3.03,moderate,2
1719,7.8,0.5,10.0,2.4,3.3,3.43,moderate,2
1720,6.8,3.3,7.3,4.3,2.3,2.83,moderate,2
1721,5.5,3.4,8.7,1.3,5.1,2.74,low,1
1722,9.9,1.0,7.3,0.2,5.6,3.32,high,0
1723,7.0,2.3,9.8,2.5,2.4,3.09,moderate,2
1724,5.2,1.3,7.9,5.7,3.9,3.04,low,1
1725,9.3,0.9,6.1,1.2,6.5,3.29,high,0
1727,5.2,0.5,9.4,4.5,4.4,2.9,low,1
1728,6.8,3.0,8.9,4.0,1.3,2.49,moderate,2
1729,8.6,0.8,6.7,2.8,5.1,3.52,high,0
1730,6.6,0.6,7.0,5.9,3.9,2.83,moderate,2
1732,7.6,3.5,6.4,0.5,6.0,3.12,moderate,2
1733,9.7,1.5,7.9,3.9,1.0,3.69,high,0
1734,5.7,1.2,5.7,4.9,6.5,2.66,high,0
1735,6.1,2.9,9.7,2.8,2.5,2.5,moderate,2
1736,6.6,1.9,8.0,5.9,1.6,3.41,moderate,2
1737,9.7,3.4,9.4,0.7,0.8,3.6,high,0
1738,7.0,3.8,7.1,3.6,2.5,3.11,moderate,2
1739,8.5,3.8,6.2,4.1,1.4,2.93,high,0
1740,8.9,2.2,8.3,1.5,3.1,3.37,high,0
1741,7.4,2.5,7.0,1.2,5.9,3.11,moderate,2
1742,8.7,1.6,6.8,2.4,4.5,3.42,high,0
1743,7.0,2.2,7.7,3.0,4.1,3.05,moderate,2
1744,5.8,0.5,9.7,3.6,4.4,2.65,low,1
1745,8.3,1.6,9.5,2.9,1.7,3.12,high,0
1746,9.8,3.3,9.3,0.3,1.3,3.73,high,0
1747,6.4,1.1,6.4,5.1,5.0,2.79,moderate,2
1748,6.2,3.2,7.8,0.0,6.8,2.8,moderate,2
1749,7.1,1.6,5.6,4.1,5.6,3.28,high,0
1750,8.6,0.0,9.8,4.6,1.0,3.48,high,0
1751,9.5,0.1,9.7,3.8,0.9,3.57,high,0
1752,9.7,1.8,8.0,2.1,2.4,3.82,high,0
1753,9.7,0.3,7.5,4.1,2.4,3.53,high,0
1756,7.7,1.1,9.5,5.3,0.4,2.99,moderate,2
1757,7.0,3.6,6.9,4.4,2.1,2.84,moderate,2
1758,9.6,1.8,8.7,1.4,2.5,3.43,high,0
1761,7.4,1.8,6.0,1.8,7.0,3.13,moderate,2
1762,6.2,1.2,8.9,2.0,5.7,2.85,moderate,2
1763,6.2,0.7,8.9,0.8,7.4,3.02,moderate,2
1764,8.4,2.5,9.1,0.2,3.8,2.65,high,0
1765,6.5,1.1,5.7,1.7,9.0,3.02,high,0
1766,8.3,1.5,8.6,1.9,3.7,2.86,high,0
1767,6.5,2.2,5.1,0.5,9.7,3.1,high,0
1768,8.6,0.4,9.2,4.2,1.6,3.27,high,0
1769,8.1,3.3,7.0,1.2,4.4,3.8,high,0
1770,7.7,2.3,9.7,3.9,0.4,3.3,moderate,2
1771,9.4,3.2,9.7,0.2,1.5,3.4,high,0
1772,9.2,2.0,8.7,0.6,3.5,3.03,high,0
1773,6.3,2.9,5.8,2.1,6.9,2.78,high,0
1774,8.5,1.5,7.8,0.6,5.6,3.02,high,0
1775,9.0,1.5,8.2,3.8,1.5,3.41,high,0
1776,8.1,1.7,5.9,5.7,2.6,3.17,high,0
1777,8.8,0.8,6.7,4.9,2.8,3.53,high,0
1778,7.2,2.9,6.9,1.3,5.7,3.23,moderate,2
1780,9.2,3.0,5.3,6.0,0.5,3.77,high,0
1781,8.8,3.5,8.3,2.9,0.5,3.26,high,0
1782,9.4,0.8,5.4,4.7,3.7,3.25,high,0
1783,9.2,0.7,9.3,3.3,1.5,3.64,high,0
1784,7.1,0.8,6.4,3.0,6.7,3.08,moderate,2
1785,7.7,3.2,9.0,2.4,1.7,3.03,moderate,2
1786,5.3,3.5,5.4,1.5,8.3,2.91,high,0
1787,8.5,1.6,9.4,1.3,3.2,2.9,high,0
1788,7.7,3.5,9.6,0.9,2.3,3.39,moderate,2
1789,7.3,2.2,9.7,4.8,0.0,3.25,moderate,2
1790,6.9,0.0,5.0,2.8,9.3,2.85,high,0
1791,7.4,0.1,8.4,1.8,6.3,2.75,moderate,2
1792,5.8,1.6,6.2,3.2,7.2,2.98,low,1
1794,7.3,0.3,8.0,1.6,6.8,3.15,moderate,2
1795,7.6,2.1,9.6,2.6,2.1,2.78,moderate,2
1796,9.7,3.1,6.4,4.1,0.7,3.76,high,0
1797,7.2,3.3,9.1,0.8,3.6,2.87,moderate,2
1798,6.5,1.2,8.6,1.4,6.3,3.18,moderate,2
1799,5.0,2.9,5.9,0.6,9.6,2.63,high,0
1800,7.4,0.2,9.9,4.3,2.2,2.84,moderate,2
1801,6.6,1.3,7.2,3.8,5.1,2.93,moderate,2
1802,9.3,1.0,6.9,5.2,1.6,3.32,high,0
1803,8.3,1.4,8.4,0.1,5.8,3.23,high,0
1804,9.1,3.8,9.6,1.4,0.1,3.71,high,0
1805,7.6,1.4,7.3,4.1,3.6,3.09,moderate,2
1807,6.4,0.4,5.6,1.7,9.9,3.21,high,0
1808,9.5,2.5,5.0,1.1,5.9,3.52,high,0
1809,5.5,1.5,7.5,0.3,9.2,2.61,low,1
1810,8.2,1.9,7.5,2.6,3.8,3.13,high,0
1811,9.8,0.9,7.6,4.2,1.5,3.62,high,0
1813,6.4,0.6,7.7,3.2,6.1,3.0,moderate,2
1814,8.1,0.8,7.3,4.3,3.5,3.12,high,0
1815,7.6,1.6,6.6,3.7,4.5,3.18,moderate,2
1816,5.4,1.8,9.5,0.6,6.7,2.9,low,1
1817,9.9,3.8,5.4,4.6,0.3,3.69,high,0
1818,7.1,1.8,8.2,4.6,2.3,2.98,moderate,2
1819,5.2,2.4,5.9,2.1,8.4,2.69,high,0
1820,6.7,0.4,5.7,0.2,11.0,2.58,high,0
1822,8.2,3.3,5.5,3.0,4.0,3.5,high,0
1823,8.5,2.3,9.2,0.3,3.7,3.34,high,0
1824,6.9,1.4,8.1,5.3,2.3,3.42,moderate,2
1825,7.5,3.3,7.0,0.6,5.6,2.82,moderate,2
1826,8.6,3.0,5.3,1.3,5.8,3.06,high,0
1827,6.4,2.2,5.7,0.8,8.9,2.89,high,0
1828,6.8,3.2,7.6,0.8,5.6,2.78,moderate,2
1829,8.7,1.6,6.3,2.3,5.1,2.87,high,0
1830,6.2,1.6,5.1,4.6,6.5,2.92,high,0
1831,5.9,0.2,8.3,4.6,5.0,2.88,low,1
1832,6.0,2.9,8.5,1.5,5.1,3.17,moderate,2
1833,9.5,0.4,9.9,3.6,0.6,3.5,high,0
1834,8.6,0.8,7.2,0.4,7.0,3.32,high,0
1835,6.9,3.0,6.9,2.0,5.2,3.23,moderate,2
1836,5.2,1.5,5.8,4.2,7.3,2.83,high,0
1837,5.5,2.7,6.4,1.2,8.2,2.75,low,1
1838,7.4,2.0,6.6,0.8,7.2,3.1,moderate,2
1839,6.9,2.7,8.9,2.9,2.6,2.77,moderate,2
1841,7.6,2.3,9.7,0.9,3.5,3.36,moderate,2
1842,7.8,1.0,6.3,0.2,8.7,3.27,moderate,2
1843,6.5,3.0,5.2,1.3,8.0,3.17,high,0
1844,7.3,2.8,6.9,1.0,6.0,3.24,moderate,2
1845,7.0,2.3,9.7,0.3,4.7,2.64,moderate,2
1846,7.5,0.1,6.6,4.9,4.9,3.14,moderate,2
1847,7.8,1.8,6.4,1.8,6.2,3.39,moderate,2
1848,9.8,1.8,7.0,4.6,0.8,3.39,high,0
1849,7.1,2.2,6.2,4.5,4.0,3.34,moderate,2
1850,8.9,0.9,8.6,4.5,1.1,3.36,high,0
1851,6.7,0.7,5.0,2.7,8.9,3.15,high,0
1852,5.9,3.4,6.3,1.4,7.0,2.48,low,1
1853,7.4,2.0,6.1,1.6,6.9,3.22,moderate,2
1854,8.9,1.8,8.6,3.5,1.2,3.17,high,0
1855,5.7,3.9,9.1,1.1,4.2,2.81,low,1
1856,5.7,3.0,7.3,4.7,3.3,2.82,low,1
1857,8.7,2.4,8.4,0.1,4.4,3.51,high,0
1858,5.0,0.1,9.3,4.1,5.5,2.47,low,1
1859,6.3,2.8,9.0,1.8,4.1,2.79,moderate,2
1860,7.5,3.1,6.1,1.6,5.7,3.07,moderate,2
1861,6.2,4.0,6.0,3.5,4.3,2.88,moderate,2
1862,8.2,3.0,9.9,0.5,2.4,3.3,high,0
1863,8.8,1.4,5.9,2.5,5.4,3.29,high,0
1865,6.8,1.6,8.5,5.6,1.5,3.33,moderate,2
1866,5.4,0.8,7.5,0.1,10.2,2.86,low,1
1867,6.3,2.1,5.1,1.6,8.9,3.49,high,0
1868,9.6,2.6,7.1,4.4,0.3,3.54,high,0
1869,8.9,0.8,5.7,4.1,4.5,3.62,high,0
1870,8.7,2.5,9.9,1.5,1.4,3.36,high,0
1871,5.6,3.3,6.3,4.7,4.1,2.85,low,1
1872,8.0,1.8,6.8,2.1,5.3,3.23,moderate,2
1873,8.2,3.0,8.4,0.9,3.5,3.52,high,0
1874,7.4,2.1,8.9,3.7,1.9,3.1,moderate,2
1875,7.0,3.6,5.8,6.0,1.6,2.99,high,0
1876,8.6,3.2,9.3,2.9,0.0,3.38,high,0
1877,6.5,2.8,5.6,2.4,6.7,2.9,high,0
1878,8.0,2.0,8.2,5.6,0.2,3.4,moderate,2
1879,5.3,2.3,9.3,2.9,4.2,2.82,low,1
1880,6.7,0.6,9.2,3.1,4.4,2.85,moderate,2
1881,9.7,3.2,8.5,0.0,2.6,3.19,high,0
1883,6.3,0.8,8.0,0.5,8.4,2.91,moderate,2
1885,6.8,3.7,5.3,4.0,4.2,3.04,high,0
1886,5.9,1.2,8.6,0.5,7.8,2.92,low,1
1887,9.1,2.9,8.6,0.3,3.1,3.56,high,0
1888,9.2,0.2,5.1,2.2,7.3,3.61,high,0
1889,5.7,2.2,9.6,2.3,4.2,2.98,low,1
1890,5.5,2.4,7.3,5.6,3.2,2.77,low,1
1891,5.6,0.8,5.1,2.6,9.9,2.97,high,0
1892,8.0,2.5,7.7,0.5,5.3,3.12,moderate,2
1893,7.2,4.0,9.2,3.2,0.4,2.95,moderate,2
1894,7.4,2.7,9.4,3.4,1.1,3.04,moderate,2
1895,9.7,0.2,5.1,4.0,5.0,3.25,high,0
1896,6.7,1.1,7.6,2.6,6.0,2.83,moderate,2
1897,7.6,2.7,6.9,1.5,5.3,3.05,moderate,2
1898,8.7,3.0,8.3,0.9,3.1,3.1,high,0
1899,7.9,2.3,7.4,3.3,3.1,3.75,moderate,2
1900,8.6,0.4,8.7,0.8,5.5,3.22,high,0
1901,5.3,3.9,9.8,0.3,4.7,2.53,low,1
1902,7.4,3.3,9.8,2.2,1.3,3.06,moderate,2
1903,6.8,2.4,6.6,5.5,2.7,3.05,moderate,2
1904,6.6,1.2,5.2,4.9,6.1,3.2,high,0
1905,7.3,1.3,7.4,4.9,3.1,2.83,moderate,2
1906,6.9,1.3,5.9,3.6,6.3,2.94,low,1
1907,7.4,3.5,5.2,3.9,4.0,3.26,high,0
1908,9.4,2.9,9.6,0.7,1.4,3.57,high,0
1909,7.5,0.1,5.0,1.4,10.0,3.07,high,0
1910,5.9,0.1,9.5,0.0,8.5,2.79,low,1
1912,5.0,3.9,9.4,5.1,0.6,2.98,low,1
1913,8.3,1.4,9.5,1.4,3.4,3.06,high,0
